"Date","Time","Reason For Call","Patrol Officer Name/Street","Street/Unit","Unit/Car","Race","Gender","Outcome"
"07/18/2020",103,"- MOTOR VEHICLE STOP CITATION - WARNING }","PATROL KEVIN P GARNER |","NEW ASHFORD RD )","34 |","B","M",3
"07/18/2020",2009,"- MOTOR VEHICLE STOP CITATION - WARNING .","DISPATCHER LAURIE TUPER","NEW ASHFORD RD","32","W","M",3
"07/19/2020",157,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","M",3
"07/19/2020",1948,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","M",3
"07/26/2020",1822,"- MOTOR VEHICLE STOP CITATION ~- CIVIL","PATROL SHUAN N WILLIAM","NORTH HOOSAC RD","32","W","M",4
"07/29/2020",225,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","34","A","M",3
"07/30/2020",1523,"- MOTOR VEHICLE STOP VEHICLE TOWED","CHIEF KYLE J JOHNSON","NEW ASHFORD RD","33","W","M",6
"07/30/2020",1746,"- MOTOR VEHICLE STOP CITATION - WARNING","DISPATCHER WILLIAM C JENNINGS JR","{WIA 1844] STRATTON RD","38","W","M",3
"07/30/2020",2039,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","MAIN ST","38","W","F",4
"07/31/2020",2132,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",4
"07/31/2020",34,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","F",3
"07/31/2020",226,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","MAIN ST","34","W","M",3
"08/02/2020",1952,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","M",4
"08/03/2020",1736,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","M",4
"08/05/2020",1912,"- MOTOR VEHICLE STOP CITATION - CIVIL :","PATROL JOHN J MCCONNELL JR | |","NORTH HOOSAC RD |","38 7","W","M",4
"08/06/2020",1831,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"HANCOCK RD","32","W","M",3
"08/06/2020",1902,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","HANCOCK RD","32 .","W","F",3
"08/07/2020",902,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","NORTH ST","36","W","M",3
"08/08/2020",6978,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","[WIA 239] MEACHAM ST","30","U","U",3
"08/09/2020",1126,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL ANTHONY M DUPRAT","MAIN ST","30","W","F",3
"08/11/2020",1640,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","M",4
"08/11/2020",1942,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","SIMONDS RD","38","W","F",4
"08/11/2020",2004,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","SIMONDS RD","38","W","F",3
"08/12/2020",1828,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",4
"08/12/2020",913,"~ MOTOR VEHICLE STOP CITATION ~- WARNING","CHIEF KYLE J JOHNSON","HANCOCK RD","33","W","F",3
"08/12/2020",1737,"- MOTOR VEHICLE STOP CITATION - WARNING","DISPATCHER LAURIE TUPER","MILL ST","34","W","F",3
"08/13/2020",19,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","MAIN ST","34","W","M",3
"08/13/2020",1350,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","BRIDGES RD","36","W","M",3
"08/13/2020",1633,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","32","W","F",3
"08/13/2020",1714,"- MOTOR VEHICLE STOP CRIMINAL COMPLAINT","PATROL ANTHONY M DUPRAT","MAIN ST","30","W","F",5
"08/13/2020",1908,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL SHUAN N WILLIAM","MAIN ST","32","W","M",4
"08/13/2020",2119,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD","30","W","F",3
"08/14/2020",46,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","NEW ASHFORD RD","30","W","M",3
"08/14/2020",110,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL KEVIN P GARNER","COLD SPRING RD |","34 a","B","M",3
"08/14/2020",232,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","NORTH HOOSAC RD","30","W","M",3
"08/14/2020",1938,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","GREEN RIVER RD","30","W","F",3
"08/15/2020",1933,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","BRIDGES RD","30","W","F",3
"08/15/2020",2057,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","COLD SPRING RD","38","W","M",4
"08/16/2020",8,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","34","W","F",3
"08/16/2020",1819,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","BRIDGES RD","32","W","M",3
"08/16/2020",1829,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","BRIDGES RD","32","W","F",3
"08/17/2020",1952,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","NEW ASHFORD RD .","32","W","M",3
"08/18/2020",917,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","PARK ST","36","W","M",3
"08/19/2020",54,"~- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"08/19/2020",800,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","MAIN ST","36","W","F",3
"08/20/2020",1939,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","NORTH ST","30","B","M",3
"08/21/2020",855,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","COLE AVE","36","W","M",3
"08/21/2020",915,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL TANIA HERNANDEZ","COLE AVE <U+FFFD>-","36","W","F",3
"08/21/2020",923,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANITA HERNANDEZ","COLE AVE","36","W","M",3
"08/21/2020",2054,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"08/21/2020",2132,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD. SPRING RD","34","W","F",3
"08/22/2020",1747,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER .","HANCOCK RD",NA,"W","F",3
"08/22/2020",2349,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"08/23/2020",31,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD","34","W","F",3
"08/24/2020",1624,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","HANCOCK RD","34","W","M",3
"08/25/2020",2124,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL ANTHONY M DUPRAT","COLD SPRING RD",NA,"W","M",4
"08/25/2020",2044,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","BRIDGES RD","30","W","M",3
"08/26/2020",2120,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"NORTH HOOSAC RD","30","W","M",3
"08/26/2020",112,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZIAK","COLD SPRING RD","34 .","W","M",3
"08/26/2020",645,"- MOTOR VEHICLE STOP NO ACTION REQUIRED","PATROL KALVIN DZIEDZIAK","MAIN ST","34","W","M",2
"08/27/2020",1721,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","NORTH HOOSAC RD","38","W","F",3
"08/27/2020",2058,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","30","B","M",3
"08/28/2020",2140,"~ MOTOR VEHICLE STOP CITATION - WARNING",NA,"BRIDGES RD","30","W","M",3
"09/03/2020",1107,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D |","[WIA 162? MAIN ST","36","W","M",3
"09/05/2020",242,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"09/06/2020",1858,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","[WIA 505] MAIN ST","32","W","F",3
"09/07/2020",51,"- MOTOR VEHICLE STOP CITATION - WARNING","DISPATCHER LAURIE TUPER","JOHN ST","34","W","M",3
"09/07/2020",1110,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","GREEN RIVER RD","30","W","M",3
"09/08/2020",738,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","30","W","F",3
"09/08/2020",814,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"WATER ST","30","W","M",3
"09/11/2020",2011,"- MOTOR VEHICLE STOP CETATION - CIVIL","PATROL ANTHONY M DUPRAT","BRIDGES RD","30","W","M",4
"09/11/2020",2109,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","SOUTHWORTH ST",NA,"W","F",3
"09/11/2020",2120,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD",NA,"W","F",3
"09/11/2020",2128,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL DAVID JENNINGS D","WATER ST","34","B","M",3
"09/11/2020",2139,"- MOTOR VEHICLE STOP CITATION ~- WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","30","W","M",3
"09/12/2020",36,"- MOTOR VEHICLE STOP ARREST (S)","PATROL KALVIN DZIEDZIAK","MAIN ST","30","W","M",7
"09/12/2020",1921,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","GREEN RIVER RD","30","W","M",3
"09/13/2020",5,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"09/13/2020",57,"- MOTOR VEHICLE STOP CITATION - WARNING |","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"09/13/2020",937,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","MAIN ST","30","W","M",3
"09/13/2020",1030,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL ANTHONY M DUPRAT","BRIDGES RD","30","W","M",4
"09/14/2020",607,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZIEDZTAK","NORTH ST","34","W","M",3
"09/14/2020",1001,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT |","NEW ASHFORD RD","30","W","F",3
"09/17/2020",235,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"NEW ASHFORD RD","34","W","M",3
"09/17/2020",1959,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","BRIDGES RD",NA,"W","M",3
"09/17/2020",2025,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD","34","W","M",3
"09/17/2020",2056,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL ANTHONY M DUPRAT",NA,"30","W","F",3
"09/17/2020",2115,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KALVIN DZTEDZIAK","NEW ASHFORD RD","34","W","M",3
"09/18/2020",324,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL KEVIN P GARNER","MATN ST","34","W","M",3
"09/19/2020",1020,"- MOTOR VEHICLE STOP CITATION - WARNING","DISPATCHER CHRISTINE LEMOINE","NORTH HOOSAC RD + COLE AVE","37K","W","M",3
"09/19/2020",1924,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL ANTHONY M DUPRAT","NORTH HOOSAC RD","30","W","M",4
"09/20/2020",2128,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","MAIN ST","30","W","M",3
"09/20/2020",1756,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL JOHN J MCCONNELL JR","GREEN RIVER RD",NA,"W","F",3
"09/23/2020",2229,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","M",3
"09/24/2020",148,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","; NEW ASHFORD RD","34","B","M",3
"09/25/2020",2200,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","M",3
"09/25/2020",2007,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"COLD SPRING RD","30","A","M",3
"09/27/2020",2058,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","COLD SPRING RD","30","W","M",3
"09/27/2020",1304,"~- MOTOR VEHICLE STOP CITATION - WARNING","PATROL BRAD SACCO","MAIN ST","35","W","M",3
"09/28/2020",2021,"- MOTOR VEHICLE STOP CITATION - CIvit","PATROL JOHN J MCCONNELE JR","NORTH HOOSAC RD","38","W","M",4
"09/28/2020",1701,"- MOTOR VEHICLE STOP CITATION - CIVIL","PATROL JOHN J MCCONNELL JR","GREEN RIVER RD","38","W","M",4
"09/29/2020",140,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","B","F",3
"09/30/2020",1529,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL ANTHONY M DUPRAT","SIMONDS RD","37K","W","M",3
"10/02/2020",2048,"~ MOTOR VEHICLE STOP CITATION - WARNING","| PATROL ANTHONY M DUPRAT","NORTH HOOSAC RD","37K","W","M",3
"10/04/2020",56,"- MOTOR VEHICLE STOP CITATION ~ WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","F",3
"10/04/2020",114,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","B","M",3
"10/05/2020",1134,"- MOTOR VEHICLE STOP CITATION - WARNING","CHIEF KYLE J JOHNSON","HANCOCK RD","37K","A","F",3
"10/06/2020",2328,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","F",3
"10/06/2020",2038,"~ MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","F",3
"10/06/2020",2102,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"NEW ASHFORD RD","34","W","F",3
"10/07/2020",2231,"- MOTOR VEHICLE STOP ARREST (5S)","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",7
"10/08/2020",59,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","34","B","M",3
"10/08/2020",2013,"- MOTOR VEHICLE STOP CITATION - WARNING",NA,"MAIN ST","37K","W","F",3
"10/10/2020",1856,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL SHUAN N WILLIAM","MAIN ST","32","W","M",3
"10/13/2020",1934,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","M",3
"10/18/2020",2113,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","COLD SPRING RD","34","W","M",3
"10/18/2020",1743,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","GREEN RIVER RD","34","W","M",3
"10/21/2020",1315,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL TANIA HERNANDEZ","MAIN ST","36","W","F",3
"10/24/2020",2149,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","M",3
"10/24/2020",2242,"- MOTOR VEHICLE STOP CITATION - WARNING","PATROL KEVIN P GARNER","NEW ASHFORD RD","34","W","F",3
